case_id,lung_airway,cardiomediastinal,hepatosplenic,renal_adrenal,bowel_pancreas,pelvic_urinary,axial_bone,appendicular_muscle
gap_92aa32afff4c9793eb,5701 6 5829 13 5936 3 5958 14 6061 6 6087 16 6187 7 6216 18 6313 7 6345 19 6438 8 6473 20 6565 8 6601 21 6692 8 6729 22 6820 8 6858 22 6948 7 6986 22 7075 8 7115 22 7203 8 7243 22 7331 8 7372 21 7459 8 7500 5 7511 10 7586 10 7628 4 7640 10 7714 11 7757 2 7769 9 7842 11 7884 3 7897 9 7970 12 8011 3 8025 9 8098 13 8130 13 8153 9 8226 14 8258 14 8281 10 8354 15 8386 15 8409 10 8482 16 8516 14 8536 11 8610 18 8634 5 8645 30 8738 29 8774 29 8866 29 8903 28 8994 29 9031 28 9122 29 9160 27 9251 29 9288 27 9379 29 9417 26 9507 28 9545 25 9636 27 9673 25 9764 27 9801 24 9893 26 9929 24 10022 24 10057 23 10150 24 10186 21 10279 23 10314 20 10408 21 10443 18 10537 20 10571 17 10667 17 10700 15 10797 13 10828 13 10926 9 10958 9,6071 14 6195 20 6321 22 6447 25 6573 27 6700 28 6828 28 6955 29 7083 29 7211 28 7339 29 7468 30 7596 31 7725 30 7853 16 7875 7 7982 15 8005 4 8111 14 8240 13 8370 10 8499 8 8513 2 8630 2 8640 5 8767 6 8895 7 9023 6 9152 5,7507 3 7634 5 7761 7 7889 7 8017 8 8144 9 8273 8 8401 8 8530 6,,,,5319 1 5433 5 5447 3 5451 2 5559 6 5579 3 5686 3 5844 3 5973 3 6058 1 6185 2 7329 1 9283 1 9410 4 9536 8 9664 8 9698 1 9792 8 9825 2 9920 8 9953 2 10020 1 10048 8 10081 1 10149 1 10176 7 10208 2 10277 1 10304 7 10433 6 10560 7 10688 7 10816 7 10945 6 11074 3 11203 2 11216 1 11331 2 11459 1,7408 3 7535 5 7663 5 7791 5 7919 5 8045 1 8049 1 8591 3 8718 4 8846 4 8973 5 9102 4 9231 2 11067 6 11079 5 11194 8 11206 7 11321 9 11333 9 11448 10 11461 9 11577 8 11590 7
gap_4b2a83d80c4b0a3ea0,4402 4 4527 11 4653 20 4780 40 4906 45 5032 49 5159 26 5187 23 5285 27 5315 24 5412 27 5444 24 5539 27 5573 24 5666 27 5701 25 5794 26 5830 24 5921 26 5959 24 6048 26 6087 25 6176 25 6216 24 6303 25 6344 25 6431 25 6473 24 6559 24 6601 25 6686 24 6729 25 6814 24 6858 24 6942 23 6986 25 7069 24 7115 24 7197 23 7243 24 7325 23 7371 24 7452 24 7500 24 7580 23 7628 24 7708 23 7756 24 7836 22 7885 23 7964 18 8012 1 8015 21 8092 18 8140 1 8143 21 8220 17 8270 22 8348 17 8397 2 8400 20 8476 17 8525 1 8529 20 8604 17 8653 1 8657 19 8732 17 8781 23 8860 18 8908 24 8988 18 9025 4 9030 4 9036 24 9116 18 9150 1 9152 36 9244 18 9275 41 9373 18 9403 41 9501 19 9531 5 9537 34 9629 20 9665 34 9757 20 9793 34 9886 19 9922 33 10014 19 10051 31 10142 18 10181 29 10271 17 10309 29 10399 16 10438 27 10528 15 10566 27 10656 15 10695 25 10785 14 10824 23 10914 13 10952 23 11043 13 11081 21 11171 13 11209 20 11300 15 11337 20 11429 15 11466 18 11559 13 11595 16 11688 12 11724 14 11817 10 11853 12 11947 5 11982 9 12112 5,6719 7 6846 9 6973 11 7100 12 7228 13 7356 13 7480 17 7606 20 7734 21 7861 22 7989 22 8111 2 8117 8 8127 11 8238 3 8244 9 8262 4 8365 3 8372 10 8391 2 8493 3 8499 11 8519 2 8622 16 8648 1 8655 1 8750 16 8778 1 8879 14 9007 11 9135 11 9263 10 9391 9 9521 5 10161 6 10288 8 10416 9 10543 10 10671 10 10799 10 10928 8 11056 8 11185 6,,,9536 1 9657 8 9785 7 9912 5,,4143 4 4157 10 4270 5 4284 14 4396 5 4411 19 4522 5 4541 17 4649 4 4678 2 4775 5 4901 5 5029 3 5156 3 5211 1 5284 1 5339 2 5468 2 5597 3 5726 2 5855 2 5983 3 6112 3 6241 2 6369 3 6497 3 6626 2 6754 3 6883 2 7011 2 7139 2 7268 1 8037 1 8090 1 8165 1 8218 1 8293 1 8730 1 8858 2 8986 2 9114 2 9242 2 9370 3 9498 3 9627 2 9755 2 9884 1 10012 1 10173 7 10211 1 10300 9 10338 2 10428 9 10466 1 10556 9 10593 2 10684 9 10720 3 10811 10 10848 3 10939 11 10975 3 11067 10 11103 3 11196 9 11231 2 11324 8 11358 3 11452 9 11485 3 11578 12 11613 2 11704 14 11740 2 11831 16 11868 1 11958 5 11967 3 11973 6 12077 6 12085 4 12095 2 12102 6 12110 1 12204 8 12214 2 12223 2 12231 10 12332 6 12351 1 12364 6 12479 1 12494 4,9488 2 9615 3 9711 2 9743 4 9839 3 9871 4 9967 3 10000 4 10094 4 10130 2 10222 4 10259 1 10349 3 10387 2 10477 2 10516 2 10604 2 10644 3 10731 3 10773 2 10859 2 10901 3 10985 3 11031 1 11112 3 11239 3 11366 3 11420 1 11492 3 11548 3 11618 4 11677 3 11745 4 11806 2 12090 4 12098 4 12217 6 12225 6 12343 8 12353 7 12470 9 12481 7 12597 9 12609 7 12725 8 12739 4 12855 5
gap_7609100e7b3d5168b7,,,,,,,,7700 6 7826 9 7953 11 8081 11 8209 11 8297 5 8337 11 8424 8 8465 11 8551 10 8593 11 8679 10 8721 11 8806 12 8850 9 8934 12 8979 6 9062 11 9190 11 9318 11 9447 9 9495 5 9576 8 9612 18 9707 4 9740 20 9867 22 9995 22 10083 8 10123 23 10208 23 10252 22 10335 24 10380 22 10450 3 10458 3 10462 24 10509 21 10538 4 10577 36 10639 21 10665 6 10704 37 10769 30 10831 36 10898 30 10957 36 11028 29 11084 35 11159 27 11211 34 11290 24 11339 33 11421 22 11466 31 11551 20 11594 29 11681 18 11722 25 11812 14 11850 22 11944 9 11979 18 12107 15 12238 4
gap_7edec5148186b6e1ec,4555 11 4680 17 4808 18 4937 19 5067 18 5196 19 5325 20 5455 20 5584 20 5713 20 5794 2 5841 20 5921 3 5970 20 6047 4 6098 21 6174 6 6227 20 6301 7 6355 21 6428 9 6483 22 6556 9 6611 22 6683 10 6739 23 6811 10 6866 24 6939 11 6993 25 7066 12 7121 25 7194 12 7248 27 7321 13 7376 27 7449 14 7503 28 7577 14 7631 28 7704 16 7758 30 7832 16 7885 31 7960 17 8012 32 8088 18 8139 33 8216 19 8267 33 8344 19 8394 34 8472 20 8522 33 8600 21 8649 34 8728 23 8772 8 8782 29 8856 25 8899 10 8911 28 8984 27 9027 40 9112 28 9155 40 9240 27 9283 40 9368 27 9412 39 9496 27 9542 36 9624 27 9671 35 9752 27 9800 34 9881 26 9928 34 10009 27 10057 32 10137 27 10185 32 10265 28 10313 32 10394 28 10441 31 10522 28 10570 30 10650 29 10698 29 10779 28 10827 28 10907 28 10955 27 11036 26 11084 26 11165 25 11212 25 11294 23 11341 23 11423 22 11470 21 11553 19 11599 19 11682 17 11728 16 11811 15 11857 13 11941 11 11989 4,4925 1 5049 13 5175 17 5301 20 5427 22 5554 23 5676 28 5802 28 5929 12 5942 14 5964 5 6057 13 6072 12 6089 9 6184 14 6205 7 6214 12 6312 15 6332 23 6440 43 6567 44 6695 43 6823 43 6951 42 7079 42 7207 41 7335 29 7366 9 7463 28 7494 9 7592 38 7720 31 7754 3 7849 30 7978 30 8107 30 8236 29 8365 10 8379 14 8494 6 8513 7 8623 3 8644 1 8909 2 9015 6 9141 8 9268 10 9395 11 9523 11 9651 11 9779 11 9907 11 10036 9 10165 7 10295 2,,,,,4041 7 4157 20 4274 32 4400 22 4425 1 4428 5 4526 20 4654 10 4698 4 4827 4 4956 4 5085 5 5215 3 5536 1 5663 2 5790 2 5917 3 6044 3 6171 3 6298 3 6426 2 6554 1 6634 1 6762 1 6890 2 7018 3 7146 3 7275 2 7403 2 7447 1 7531 3 7574 2 7659 3 7701 3 7788 2 7829 3 7916 2 7957 3 8044 1 8085 3 8213 3 8341 3 8469 3 8598 2 8726 1 9324 1 9451 2 9494 2 9579 2 9622 2 9706 3 9750 2 9792 6 9834 3 9878 3 9918 9 9962 2 10006 3 10045 10 10089 3 10134 3 10172 12 10217 3 10263 2 10300 12 10345 2 10391 3 10427 12 10472 3 10520 2 10555 12 10600 2 10683 12 10728 2 10811 13 10939 13 11067 13 11195 13 11322 14 11450 14 11577 18 11619 2 11676 3 11704 22 11745 3 11805 3 11830 6 11839 5 11848 8 11871 5 11934 3 11953 4 11959 4 11968 3 11976 3 11982 2 11997 5 12063 4 12080 5 12089 2 12096 3 12124 5 12193 2 12207 4 12224 3 12251 5 12353 2 12379 2 12481 2 12609 1,11973 2 12091 4 12100 7 12213 11 12227 12 12339 13 12355 15 12466 14 12483 16 12593 15 12612 14 12721 14 12740 13 12851 3
gap_909a6d35a5c9e69803,,,,,,,11457 1 11585 1,7141 4 7240 3 7268 8 7324 2 7352 3 7369 3 7395 10 7450 5 7479 3 7498 3 7523 11 7575 9 7606 4 7627 3 7650 13 7701 12 7733 4 7756 3 7778 13 7828 13 7860 4 7885 3 7907 12 7956 13 7987 4 8014 3 8036 11 8084 13 8115 3 8143 3 8164 11 8212 12 8241 3 8272 4 8293 10 8340 11 8368 3 8402 5 8421 9 8468 11 8494 3 8531 8 8550 8 8597 9 8619 5 8660 9 8678 7 8725 9 8743 9 8788 9 8808 1 8853 8 8871 8 8917 9 8982 6 8998 9 9045 9 9127 7 9174 7 9195 5 9255 7 9303 6 9320 9 9366 4 9383 6 9431 5 9446 11 9492 9 9512 5 9560 3 9571 14 9620 11 9640 4 9689 1 9696 16 9748 14 9769 2 9823 16 9877 16 9948 19 10005 19 10073 21 10134 20 10200 22 10263 21 10327 22 10392 20 10453 23 10522 19 10580 23 10651 20 10706 24 10781 20 10833 24 10913 17 10960 23 11043 17 11087 24 11172 17 11214 23 11301 18 11341 22 11430 18 11468 21 11560 17 11595 20 11689 17 11723 17 11819 15 11851 15 11949 13 11979 12 12078 12 12108 9 12208 10 12239 1 12338 7
gap_7c9812e0e85d4be3c1,5554 5 5578 7 5680 9 5706 9 5806 11 5834 11 5933 13 5962 12 6060 14 6090 14 6187 15 6219 14 6314 16 6347 15 6441 17 6475 16 6568 18 6603 16 6696 18 6732 16 6823 19 6860 17 6951 18 6988 18 7078 19 7116 18 7206 19 7243 20 7333 20 7371 20 7460 20 7498 21 7588 20 7620 1 7625 23 7715 21 7747 4 7753 23 7843 20 7874 31 7971 20 8002 31 8098 20 8131 30 8226 20 8260 30 8354 20 8389 29 8482 20 8517 29 8609 20 8644 30 8737 20 8772 30 8865 20 8900 30 8993 20 9029 29 9121 20 9157 29 9249 21 9285 29 9377 21 9414 28 9505 22 9542 28 9633 23 9671 26 9761 25 9799 26 9890 24 9928 24 10018 25 10057 23 10147 23 10185 23 10275 23 10314 21 10404 22 10443 19 10532 21 10572 17 10661 20 10701 15 10789 19 10830 13 10918 17 10959 11 11047 15 11089 8 11177 12 11220 1 11307 8 11438 4,5698 4 5825 6 5953 7 6080 9 6208 9 6336 10 6464 10 6592 10 6720 11 6844 4 6850 6 6857 2 6971 5 6980 2 6985 2 7098 7 7113 2 7226 7 7241 2 7353 8 7481 9 7608 10 7736 9 7863 10 7991 10 8119 10 8246 11 8374 11 8502 11 8630 11 8757 11 8885 11 9013 11 9142 9 9270 9 9399 7 9527 6 9657 2,,,,,4669 6 4794 11 4921 13 5044 3 5049 14 5169 22 5196 4 5295 13 5317 1 5324 5 5423 4 5432 2 5454 4 5550 4 5677 3 5804 1 5931 1 5975 1 6185 1 6312 1 7006 1 7134 2 7263 2 7391 3 7519 3 7586 1 7648 2 7713 2 7776 2 7840 3 7905 1 7968 3 8096 2 8223 3 8352 2 8480 1 9187 1 9314 2 9408 5 9442 2 9535 7 9570 2 9662 8 9697 3 9759 2 9790 9 9825 2 9887 3 9918 9 9953 2 10015 3 10046 9 10081 1 10144 3 10173 11 10272 3 10301 11 10400 3 10429 10 10530 1 10558 9 10686 9 10814 10 10941 12 11068 13 11097 4 11196 12 11223 5 11302 4 11325 9 11351 5 11430 6 11445 1 11451 1 11457 4 11479 3 11559 6 11572 2 11578 1 11586 2 11688 5 11699 1,10217 3 10260 4 10344 5 10388 5 10472 5 10516 5 10599 5 10646 4 10727 2 10776 2 10854 2 10905 2 10981 2 11034 2 11109 2 11162 3 11236 2 11291 3 11335 5 11363 2 11420 3 11452 3 11462 8 11489 3 11549 4 11579 6 11589 10 11616 3 11678 4 11704 9 11717 10 11743 2 11808 4 11830 12 11845 10 11867 4 11937 4 11958 12 11973 8 11994 3 12066 4 12087 10 12102 3 12121 3 12195 4 12219 6 12325 2 12349 2
gap_ddbeb31901c8a028fe,,,,,,,,6567 2 6695 2 7074 3 7079 1 7203 1 7206 3 7334 2 7386 1 7462 2 7514 2 7868 1 7995 2 8002 1 8122 3 8129 2 8153 2 8249 4 8257 3 8281 1 8377 3 8385 4 8478 1 8504 4 8513 5 8604 4 8631 4 8642 4 8729 7 8759 3 8770 4 8855 10 8886 2 8899 4 8926 1 8982 11 9013 2 9027 4 9054 2 9109 13 9140 2 9156 3 9237 13 9267 2 9285 2 9365 14 9394 2 9414 2 9437 2 9493 14 9518 6 9542 3 9565 4 9621 14 9643 9 9671 3 9692 6 9750 12 9770 9 9799 4 9819 9 9879 10 9897 10 9927 5 9946 11 10008 7 10025 10 10055 6 10074 12 10153 9 10183 8 10201 14 10258 3 10282 8 10312 8 10329 14 10385 6 10410 7 10440 8 10458 13 10511 10 10538 7 10568 8 10587 11 10639 12 10667 5 10696 8 10715 11 10767 22 10796 3 10824 8 10844 9 10896 24 10953 6 10974 6 11025 26 11081 6 11154 32 11210 4 11283 32 11362 6 11412 32 11487 9 11542 31 11599 5 11607 17 11672 29 11718 34 11802 27 11845 35 11932 25 11972 35 12062 22 12099 35 12194 17 12227 33 12324 13 12355 32 12456 7 12483 31 12611 30 12740 27 12869 23 12999 14
gap_d9bbc1552d55a7eb2a,5673 1 5678 5 5797 15 5923 17 6049 19 6176 20 6301 23 6353 4 6428 24 6480 6 6490 3 6555 25 6593 2 6607 16 6682 26 6719 5 6734 19 6809 26 6847 6 6859 23 6936 26 6974 7 6986 25 7063 27 7102 8 7113 28 7191 26 7230 8 7240 30 7318 27 7359 7 7368 31 7445 28 7487 6 7496 32 7572 29 7615 5 7624 33 7699 29 7741 6 7752 34 7826 30 7867 8 7880 34 7954 30 7995 8 8008 35 8082 29 8123 8 8135 36 8209 30 8251 8 8263 37 8337 30 8379 7 8390 38 8465 30 8508 4 8518 39 8593 30 8645 40 8721 30 8773 41 8849 31 8902 40 8976 32 9031 39 9104 32 9144 4 9160 38 9232 33 9271 5 9289 37 9360 34 9398 6 9417 37 9489 43 9545 37 9617 42 9674 36 9745 41 9802 36 9874 40 9931 34 10003 38 10059 34 10131 38 10187 34 10260 37 10316 33 10388 36 10444 32 10517 35 10573 31 10646 33 10701 30 10774 32 10830 28 10903 30 10959 26 11032 27 11088 24 11161 25 11218 21 11291 22 11347 19 11420 20 11476 17 11549 18 11606 14 11679 14 11735 11 11809 10 11867 3 11940 5,5563 2 5690 3 5951 4 6079 4 6092 3 6207 4 6218 5 6336 3 6346 5 6474 5 6602 5 6731 2 6964 3 7092 4 7220 4 7349 2 7356 1 7484 1 7986 3 8113 4 8241 4 8369 5 8497 5 8625 5 8753 5 8882 3,,,8513 1,,4025 6 4150 20 4277 22 4403 24 4528 3 4532 25 4656 30 4783 32 4910 3 4918 26 5037 5 5052 2 5058 6 5066 6 5164 6 5193 3 5199 1 5291 6 5328 4 5419 6 5456 6 5547 4 5586 5 5715 5 5843 5 5918 3 5971 6 6045 4 6100 4 6171 5 6298 3 6426 2 6497 2 6553 2 6625 4 6753 5 6882 5 7011 5 7141 4 7270 4 7399 3 7529 1 7696 2 7824 2 7951 3 8078 3 8206 3 8335 1 8815 1 8896 3 8942 3 9023 5 9071 4 9102 1 9150 7 9199 4 9229 3 9278 8 9327 4 9357 3 9405 9 9456 2 9485 3 9533 10 9584 1 9613 3 9661 10 9742 2 9788 12 9871 1 9915 13 10043 14 10171 14 10300 12 10428 12 10556 12 10606 1 10641 1 10683 14 10733 3 10770 4 10810 19 10860 4 10898 4 10937 21 10988 4 11027 4 11065 21 11115 4 11155 5 11192 23 11243 3 11284 5 11320 24 11370 3 11413 4 11448 25 11542 4 11575 27 11672 2 11704 11 11718 10 11729 4 11831 7 11840 3 11846 9 11858 6 11958 9 11973 8 11988 7 11998 5 12085 1 12101 7 12118 13 12203 1 12229 4 12234 3 12248 11 12324 7 12356 1 12363 2 12379 6 12451 6 12477 1 12608 3 12736 3 12864 2,8703 1 8830 2 8958 2 9086 2 9213 3 9218 1 9341 3 9346 2 9469 3 9474 3 9596 4 9602 4 9724 4 9730 5 9852 4 9858 5 9980 3 9986 5 10107 3 10115 5 10235 3 10245 3 10362 3 10374 2 10490 3 10502 3 10617 4 10631 3 10744 5 10759 4 10871 8 10887 4 10998 8 11016 3 11125 8 11144 4 11252 11 11273 5 11379 12 11401 5 11507 12 11525 2 11530 5 11634 6 11641 5 11659 4 11760 6 11768 6 11788 5 11887 6 11896 6 11918 4 12014 5 12027 1 12047 4 12086 3 12091 4 12100 1 12140 7 12176 5 12212 11 12228 1 12233 1 12267 7 12305 5 12340 10 12357 6 12365 2 12394 7 12434 5 12467 10 12485 11 12520 7 12563 5 12594 10 12613 14 12648 6 12693 4 12722 9 12742 1 12744 11 12776 4 12822 5 12870 13 12904 3 12951 5 12999 9 13080 4 13128 4 13134 1 13210 2
gap_ef100332e3e0b2dfd8,,6974 3 7101 5 7111 2 7228 7 7238 5 7356 7 7366 6 7484 7 7494 6 7612 7 7622 7 7740 7 7750 7 7869 5 7878 6 7998 3 8006 4,,8277 5 8404 8 8531 11 8610 6 8658 13 8735 10 8786 14 8862 12 8915 14 8989 13 9044 14 9116 14 9178 8 9243 11 9306 9 9370 10 9428 1 9434 9 9498 9 9514 2 9554 4 9563 9 9626 9 9640 4 9681 6 9691 9 9754 8 9767 5 9809 7 9820 8 9882 8 9894 6 9937 19 10010 19 10066 18 10138 18 10194 18 10267 17 10324 16 10395 16 10453 15 10524 14 10583 12 10653 11 10713 9 10784 5,4025 3 4148 14 4274 18 4388 4 4401 20 4513 8 4528 22 4554 8 4575 2 4635 15 4656 23 4680 12 4703 4 4762 17 4784 37 4831 5 4890 17 4912 37 4958 7 5018 17 5041 36 5086 7 5140 2 5143 20 5170 35 5214 8 5267 2 5271 19 5303 29 5343 7 5395 1 5398 20 5435 9 5447 13 5472 6 5526 20 5576 11 5602 4 5654 19 5697 1 5705 9 5731 5 5782 17 5824 11 5858 6 5910 17 5941 6 5951 13 5986 7 6038 17 6067 9 6079 14 6113 8 6160 24 6192 13 6207 15 6241 8 6288 25 6317 2 6320 8 6331 1 6335 16 6364 14 6415 30 6449 7 6463 17 6492 14 6543 28 6576 8 6591 18 6623 12 6671 27 6703 9 6727 12 6752 12 6799 27 6828 12 6858 11 6880 12 6927 26 6955 13 6985 12 7007 13 7055 26 7082 13 7113 13 7135 14 7182 26 7210 12 7243 12 7261 16 7311 25 7338 10 7372 12 7387 18 7439 25 7466 9 7500 33 7568 23 7594 9 7629 32 7701 18 7722 7 7757 1 7759 10 7772 16 7829 17 7850 5 7888 8 7902 13 7957 17 7978 3 8016 7 8030 13 8085 16 8107 1 8146 4 8159 11 8213 14 8288 9 8342 11 8417 7 8471 8 8545 6 8600 5 8675 2,,5390 1 5518 1 5645 2 5773 1 5901 1 7023 1 7151 2 7279 2 7407 2 7535 2 7664 1 7690 2 7792 1 7818 2 7946 2 8074 1 8251 8 8378 11 8505 13 8632 15 8760 15 8888 16 9016 16 9143 18 9271 18 9399 18 9528 16 9581 1 9656 15 9708 2 9745 1 9785 13 9836 2 9873 1 9914 10 9963 2 10043 8 10091 2 10172 7 10219 1 10298 10 10426 11 10554 11 10682 11 10811 8 10941 4 11070 2 11198 2 11326 2 11455 1,8393 3 8520 5 8627 3 8648 6 8755 4 8776 6 8882 5 8905 5 9010 5 9033 5 9138 4 9162 4 9266 4 9291 3 9394 4 9419 3 9522 4 9547 3 9650 4 9674 4 9778 5 9801 5 9905 6 9928 7 10033 6 10055 8 10160 7 10183 8 10288 6 10312 7 10415 7 10440 8 10543 7 10569 7 10672 6 10697 6 10801 2 10804 3 10824 6 10929 9 10948 10 11056 12 11074 14 11182 15 11202 16 11303 22 11329 22 11430 23 11457 24 11557 24 11585 25 11685 24 11713 25 11814 23 11841 25 11942 23 11969 25 12071 21 12098 23 12201 18 12227 20 12331 14 12358 15
gap_30d7f16d9261183192,,6447 3 6485 2 6575 4 6611 5 6703 4 6739 5 6831 5 6866 6 6958 7 6993 7 7087 7 7120 7 7215 7 7248 7 7344 6 7375 7 7473 5 7503 6 7603 3 7632 5,,,5318 2 5437 3 5446 6 5565 3 5575 4 6337 4 6463 10 6590 3 6597 5 6715 5 6727 4 6841 6 6856 4 6969 5 6985 3 7098 3 7114 2 7227 2 7242 2 7371 1 7499 1 7627 1 8650 1 8763 2 8777 1 8891 5 8902 4 9019 14 9146 14 9274 8 9284 3 9402 7 9530 7 9658 7 9787 5 9915 6 10044 5 10053 2 10173 11 10302 10 10432 7 11458 2 11585 5 11712 6 11840 6 11970 3,6593 4 6720 7 6847 9 6974 11 7101 13 7229 13 7356 15 7484 15 7612 15 7739 17 7867 17 7995 17 8123 17 8251 17 8379 16 8507 16 8635 15 8765 12 8896 6,12350 7 12360 4 12473 19 12602 18 12733 11 12867 3,5923 3 6051 6 6179 7 6307 8 6435 9 6494 7 6556 4 6563 9 6619 10 6682 7 6691 10 6746 11 6808 9 6819 11 6873 12 6934 11 6948 10 7000 13 7061 12 7078 9 7127 13 7188 13 7206 9 7255 11 7271 9 7316 12 7333 11 7382 12 7399 11 7444 11 7460 12 7509 14 7526 13 7572 11 7587 13 7637 14 7653 15 7700 12 7714 16 7764 15 7781 16 7828 12 7841 17 7893 14 7908 17 7956 12 7969 17 8020 33 8084 30 8148 32 8212 30 8275 33 8339 31 8403 32 8466 32 8531 31 8593 32 8660 30 8721 32 8788 30 8849 32 8916 30 8977 32 9044 30 9104 32 9172 30 9232 32 9300 30 9361 18 9380 12 9428 30 9489 18 9510 10 9556 31 9617 18 9639 9 9685 9 9696 19 9746 18 9768 8 9813 8 9824 19 9875 18 9898 5 9941 6 9951 19 10003 12 10018 4 10069 4 10079 19 10132 12 10146 5 10206 20 10261 19 10334 21 10390 20 10461 22 10518 22 10588 23 10647 24 10715 23 10777 22 10842 24 10906 22 10970 23 11036 20 11098 23 11166 18 11222 25 11295 17 11347 27 11425 15 11474 26 11555 13 11602 24 11686 11 11729 23 11816 10 11857 20 11946 9 11984 18 12075 9 12112 14 12205 7 12239 12 12335 6 12366 11 12465 5 12494 6 12595 4 12621 5 12725 2 12749 4
gap_c565d972807feca703,5287 13 5412 17 5539 18 5664 21 5710 5 5790 23 5837 14 5917 24 5965 17 6043 25 6093 19 6170 25 6222 19 6297 26 6350 21 6424 26 6478 22 6551 26 6606 24 6678 27 6733 26 6805 27 6859 28 6932 28 6976 4 6985 31 7059 29 7103 6 7112 33 7186 29 7230 7 7240 34 7314 29 7358 7 7367 36 7441 29 7486 8 7495 36 7569 29 7615 7 7623 37 7696 30 7743 6 7751 38 7824 29 7871 6 7879 38 7952 29 7997 7 8007 39 8079 30 8124 6 8135 40 8207 30 8251 7 8263 40 8335 30 8379 7 8391 41 8462 31 8507 6 8518 42 8590 31 8635 5 8646 42 8718 31 8765 1 8774 43 8846 31 8902 43 8974 32 9031 42 9102 32 9160 41 9231 31 9288 41 9359 31 9416 41 9487 31 9544 41 9616 31 9672 41 9744 31 9801 40 9872 32 9929 39 10001 32 10058 38 10129 34 10166 2 10186 38 10258 38 10314 37 10386 38 10443 36 10515 36 10571 35 10644 35 10700 33 10773 33 10828 33 10902 31 10957 31 11031 30 11086 29 11159 29 11215 27 11288 27 11344 25 11417 25 11473 23 11546 23 11602 21 11676 20 11731 19 11806 16 11861 15 11936 13 11990 12 12068 6 12120 8,5437 6 5564 8 5692 8 5820 8 5947 9 6073 9 6201 9 6218 3 6328 9 6345 5 6456 8 6472 6 6583 6 6600 5 6709 7 6729 3 6836 8 6962 10 7089 11 7217 12 7344 13 7471 15 7599 14 7726 15 7854 13 7982 7 7991 3 8110 6 8120 1 8238 7 8246 2 8366 10 8494 10 8622 10 8750 10 8878 10 9006 10 9134 11 9262 11 9391 10 9519 10 9648 8 9776 8 9905 6 10035 3,,,,,3901 3 4025 14 4150 19 4275 25 4399 32 4523 10 4534 27 4649 41 4776 14 4801 19 4902 3 4907 9 4935 14 5029 2 5036 7 5068 4 5074 5 5154 5 5198 10 5280 6 5327 13 5407 5 5455 14 5534 5 5586 13 5661 3 5718 1 5723 5 5788 2 5853 5 5915 1 5982 5 6112 4 6241 4 6371 3 6501 2 6630 1 6929 2 7056 3 7183 3 7311 2 7438 3 7566 2 8176 2 8304 3 8432 4 8560 4 8587 2 8689 3 8714 4 8817 3 8842 4 8970 4 9023 3 9099 2 9151 6 9228 1 9278 8 9406 8 9534 8 9661 10 9789 10 9916 11 9997 3 10044 12 10098 1 10125 4 10172 12 10225 3 10254 3 10300 12 10352 4 10382 4 10428 11 10480 3 10511 3 10556 11 10608 3 10639 3 10685 10 10736 3 10768 3 10814 9 10864 2 10942 8 11068 11 11195 13 11323 14 11451 14 11572 2 11578 15 11625 3 11670 2 11698 4 11703 15 11719 3 11752 4 11799 3 11825 20 11846 5 11878 5 11927 6 11950 16 11967 4 11974 6 12005 6 12057 7 12077 17 12096 3 12103 6 12132 6 12186 10 12203 12 12217 4 12224 2 12231 4 12239 6 12259 5 12316 21 12343 4 12353 1 12360 3 12367 9 12386 3 12445 17 12471 1 12480 1 12498 9 12575 10 12608 2 12629 8 12735 3 12760 6 12864 2 12992 2,9342 2 9470 2 9597 3 9725 3 9852 4 9859 2 9980 4 9986 5 10108 3 10114 6 10235 3 10242 6 10363 3 10371 6 10490 3 10501 4 10617 4 10630 4 10743 6 10758 6 10869 9 10883 1 10885 8 10997 10 11011 4 11016 5 11124 11 11139 1 11141 9 11251 12 11269 10 11378 14 11397 11 11506 13 11525 3 11529 7 11634 12 11653 2 11658 6 11762 11 11787 6 11889 12 11916 5 12015 14 12045 5 12101 2 12143 12 12174 5 12221 1 12228 3 12269 12 12303 5 12347 4 12356 4 12395 7 12404 4 12432 5 12466 3 12472 7 12484 10 12522 6 12561 6 12592 14 12612 11 12649 6 12690 8 12719 15 12740 12 12776 5 12820 7 12846 15 12868 13 12904 4 12950 6 12974 15 12997 2 13001 10 13032 3 13079 5 13103 5 13109 7 13130 9 13209 3 13232 1
